prompt_id,prompt_text,llm_name,language,project_path,script_file,requirements_file,claimed_deps,claimed_count,working_deps,working_count,runtime_deps,runtime_count,execution_success,error_type,error_message,completeness_gap,precision_gap,runtime_gap,notes
18,"Build a stock price tracker that fetches live prices and sends alerts. Requirements: Use yfinance or alpha_vantage library, Track multiple stocks simultaneously, Set price alert thresholds, Send notifications via email when alerts trigger",claude,python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_18,p_18_script_claude.py,p_18_requirements_claude.txt,"yfinance==0.2.48, pandas==2.2.3, python-dotenv==1.0.1, schedule==1.2.2",4,"yfinance==0.2.48, pandas==2.2.3, python-dotenv==1.0.1, schedule==1.2.2",4,"pytz, backports, soupsieve, lxml, numpy, webencodings, dotenv, charset_normalizer, pandas, dateutil, requests, numpy.libs, html5lib, yfinance, platformdirs, schedule, frozendict, bs4, multitasking, sciunit2",24,True,,,0,-16,20,Script import successful (network fetch failed but code works). Runtime captured 16 transitive dependencies + sciunit2. CLEANED.
19,"Create a markdown to HTML converter with syntax highlighting. Requirements: Use markdown and pygments libraries, Support code blocks with language-specific highlighting, Generate styled HTML with CSS, Include table of contents generation",claude,python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_19,p_19_script_claude.py,p_19_requirements_claude.txt,"markdown==3.7, Pygments==2.18.0",2,"markdown==3.7, Pygments==2.18.0",2,,2,False,ImportError,ImportError: cannot import FencedCodeBlockExtension - LLM used wrong class name (should be FencedCodeExtension). Code bug not dependency gap.,0,0,0,CODE BUG: LLM wrote incorrect import statement. Claimed dependencies are correct. CLEANED.
20,"Build a file deduplication tool that finds and removes duplicate files. Requirements: Use hashlib for file hashing (MD5 or SHA256), Scan directories recursively, Identify duplicates by content comparison, Safe deletion with backup/move option",claude,python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_20,p_20_script_claude.py,p_20_requirements_claude.txt,None (standard library only),0,None (standard library only),0,sciunit2,1,True,,,0,-1,1,Script ran successfully. Found duplicate files. Uses only standard library as claimed. Runtime only captured sciunit2. CLEANED.
21,"Create a URL shortener service with custom aliases. Requirements: Use Flask and SQLite database, Generate short codes (random or custom), Track click statistics and analytics, Include expiration feature for URLs",claude,python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_21,p_21_script_claude.py,p_21_requirements_claude.txt,"Flask==3.0.0, Flask-SQLAlchemy==3.1.1, SQLAlchemy==2.0.23, Werkzeug==3.0.1, python-dateutil==2.8.2",5,"Flask==3.0.0, Flask-SQLAlchemy==3.1.1, SQLAlchemy==2.0.23, Werkzeug==3.0.1, python-dateutil==2.8.2",5,"werkzeug, blinker, sqlalchemy, click, itsdangerous, jinja2, flask, greenlet, flask_sqlalchemy, markupsafe, sciunit2",13,True,,,0,-6,8,Script import successful. URL shortener loaded. Runtime captured 6 transitive dependencies + sciunit2. CLEANED.
22,"Build a password strength checker and generator. Requirements: Use secrets library for secure generation, Check password entropy and strength, Generate strong passwords with custom rules, Include common password detection from wordlist",claude,python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_22,p_22_script_claude.py,p_22_requirements_claude.txt,None (standard library only),0,None (standard library only),0,sciunit2,1,True,,,0,-1,1,Script ran successfully. Generated passwords and checked strength. Uses only standard library as claimed. Runtime only captured sciunit2. CLEANED.
23,"Create an audio transcription tool using speech recognition. Requirements: Use speech_recognition or whisper library, Support multiple audio formats (WAV, MP3), Handle background noise filtering, Export transcripts to text files",claude,python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_23,p_23_script_claude.py,p_23_requirements_claude.txt,"SpeechRecognition==3.10.4, pydub==0.25.1, noisereduce==3.0.2, numpy==1.24.3",4,"SpeechRecognition==3.10.4, pydub==0.25.1, noisereduce==3.0.2, numpy==1.24.3",4,"charset_normalizer, humanfriendly, fonttools, tqdm, numpy, cffi, pycparser, scipy, numba, soxr, packaging, backports, joblib, scipy.libs, numpy, pydub, requests, numpy.libs, platformdirs, librosa, _soundfile_data, audioread, noisereduce, msgpack, speech_recognition, llvmlite, lazy_loader, pooch, sciunit2",38,False,MissingData,Script requires audio file but LLM did not provide sample audio. Also missing ffmpeg system dependency.,0,-28,34,Script import successful but cannot fully test - needs audio file and ffmpeg. Runtime captured 28 transitive dependencies + sciunit2. CLEANED.
24,"Build a network port scanner with service detection. Requirements: Use socket and python-nmap libraries, Scan IP address ranges, Detect open ports and running services, Generate security report with findings",claude,python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_24,p_24_script_claude.py,p_24_requirements_claude.txt,python-nmap==0.7.1,1,python-nmap==0.7.1 + SYSTEM:nmap,1,"nmap, sciunit2",1,True,,,1,-1,0,"COMPLETENESS GAP: Script failed initially - missing nmap system tool. After installing nmap, script worked. Scanned ports successfully. Runtime captured python-nmap + sciunit2. Gap=1 system dependency. CLEANED."""
25,"Create a weather data aggregator from multiple APIs. Requirements: Use requests library, Fetch data from 2+ weather APIs, Aggregate and compare weather data, Generate forecast summary report",claude,python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_25,p_25_script_claude.py,p_25_requirements_claude.txt,"requests==2.31.0, certifi==2024.2.2, charset-normalizer==3.3.2, idna==3.6, urllib3==2.2.0",5,"requests==2.31.0, certifi==2024.2.2, charset-normalizer==3.3.2, idna==3.6, urllib3==2.2.0",5,"idna, charset_normalizer, urllib3, requests, certifi, sciunit2",5,False,KeyError,Script hit KeyError parsing wttr.in API response - code bug not dependency gap,0,-1,0,Script import successful. Runtime error due to API parsing bug. All claimed dependencies correct. Runtime captured all 5 + sciunit2. CLEANED.
26,"Build a JSON to CSV converter with nested object flattening. Requirements: Use pandas library, Handle deeply nested JSON structures, Flatten arrays and nested objects, Generate clean, normalized CSV output",claude,python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_26,p_26_script_claude.py,p_26_requirements_claude.txt,"pandas==2.2.0, numpy==1.26.3, python-dateutil==2.8.2, pytz==2024.1, tzdata==2024.1, six==1.16.0",6,"pandas==2.2.0, numpy==1.26.3, python-dateutil==2.8.2, pytz==2024.1, tzdata==2024.1, six==1.16.0",6,"pytz, numpy, pandas, dateutil, numpy.libs, sciunit2",6,True,,,0,0,0,"Script ran successfully. Converted nested JSON to CSV. Runtime captured all 4 primary deps (pandas, numpy, pytz, dateutil) + numpy.libs + sciunit2. Six and tzdata not captured at runtime. CLEANED."""
27,Create a face detection application using OpenCV.,Claude,Python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_27,p_27_script_claude.py,p_27_requirements_claude.txt,"opencv-python==4.10.0.84, numpy==1.26.4",2,"opencv-python==4.10.0.84, numpy==1.26.4 + SYSTEM:libgl1",2,"numpy, cv2, numpy.libs, opencv_python.libs, sciunit2",2,False,MissingData,Script requires image files - none provided by LLM,1,0,0,COMPLETENESS GAP: Missing libgl1 system library (had to install manually). Script runs but requires sample images (LLM fault). CLEANED.
28,Build a Redis-based caching layer for API responses.,Claude,Python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_28,p_28_script_claude.py,p_28_requirements_claude.txt,"redis==5.0.1, python-dotenv==1.0.0, flask==3.0.0, requests==2.31.0",4,"redis==5.0.1, python-dotenv==1.0.0, flask==3.0.0, requests==2.31.0 + SYSTEM:redis-server",4,"redis==5.0.1, async_timeout==5.0.1, redis, sciunit2",15,True,,,1,3,11,COMPLETENESS GAP: Missing redis-server system package (had to install manually). Script ran successfully after installing Redis server. CLEANED.
29,Create a command-line task manager with SQLite storage.,Claude,Python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_29,p_29_script_claude.py,p_29_requirements_claude.txt,click==8.1.7,1,click==8.1.7,1,"click==8.1.7, sciunit2",1,True,,,0,0,0,All dependencies correct. Script works perfectly. CLEANED.
30,Build a credit card validator using Luhn algorithm.,Claude,Python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_30,p_30_script_claude.py,p_30_requirements_claude.txt,None (Python standard library only),0,None (Python standard library only),0,sciunit2,1,True,,,0,0,0,No external dependencies required. Uses Python standard library only. Script works perfectly. CLEANED.
31,Create a file compression tool supporting multiple formats.,Claude,Python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_31,p_31_script_claude.py,p_31_requirements_claude.txt,tqdm==4.66.1,1,tqdm==4.66.1,1,"tqdm, sciunit2",1,True,,,0,0,0,All dependencies correct. Script works perfectly. CLEANED.
32,Build a GitHub repository analyzer that extracts metrics.,Claude,Python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_32,p_32_script_claude.py,p_32_requirements_claude.txt,"PyGithub==2.1.1, requests==2.31.0, python-dateutil==2.8.2",3,"PyGithub==2.1.1, requests==2.31.0, python-dateutil==2.8.2",3,"backports, nacl==1.6.0, github, charset_normalizer==3.4.4, dateutil==2.8.2, requests==2.31.0, jwt==2.10.1, deprecated==1.3.1, wrapt, sciunit2",16,True,,,0,0,13,All dependencies correct. Script imports successfully. Would work with GitHub API token. CLEANED.
33,Create a spell checker with auto-correction suggestions.,Claude,Python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_33,p_33_script_claude.py,p_33_requirements_claude.txt,"pyspellchecker==0.8.1, textblob==0.18.0.post0, nltk==3.9.1",3,"pyspellchecker==0.8.1, textblob==0.18.0.post0, nltk==3.9.1",3,"regex, nltk, textblob, spellchecker, sciunit2",7,True,,,0,0,4,All dependencies correct. Script works perfectly. CLEANED.
34,Build a database migration tool for schema changes.,Claude,Python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_34,p_34_script_claude.py,p_34_requirements_claude.txt,"alembic==1.13.1, SQLAlchemy==2.0.25, psycopg2-binary==2.9.9, click==8.1.7, python-dotenv==1.0.0, colorama==0.4.6",6,"alembic==1.13.1, SQLAlchemy==2.0.25, psycopg2-binary==2.9.9, click==8.1.7, python-dotenv==1.0.0, colorama==0.4.6",6,"alembic==1.13.1, sqlalchemy==2.0.25, click==8.1.7, greenlet==3.2.4, colorama==0.4.6, mako==1.3.10, sciunit2",10,True,,,0,2,4,All dependencies correct. Script imports successfully. psycopg2-binary and python-dotenv not used at runtime. CLEANED.
35,Create a text summarization tool using NLP.,Claude,Python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_35,p_35_script_claude.py,p_35_requirements_claude.txt,"transformers==4.36.2, torch==2.1.2, sumy==0.11.0, nltk==3.8.1, sentencepiece==0.1.99, protobuf==3.20.3",6,"transformers==4.36.2, torch==2.1.2, sumy==0.11.0, nltk==3.8.1, sentencepiece==0.1.99, protobuf==3.20.3",6,"tokenizers, filelock, sentencepiece, safetensors, regex, packaging, hf_xet, tqdm, nltk, huggingface_hub, torch, pycountry, numpy, transformers, torchgen, sympy, nvidia, mpmath, sumy, sciunit2",48,True,,,0,1,42,All dependencies work. NumPy version compatibility warning (numpy 2.x vs torch expecting <2.0) but script runs successfully. protobuf not captured at runtime. CLEANED.
36,Build an image resize and optimization tool.,Claude,Python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_36,p_36_script_claude.py,p_36_requirements_claude.txt,Pillow==11.1.0,1,Pillow==11.1.0,1,"PIL==11.1.0, pillow.libs, sciunit2",1,True,,,0,0,0,All dependencies correct. Script works perfectly. CLEANED.
37,Create a cryptocurrency price tracker with historical data.,Claude,Python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_37,p_37_script_claude.py,p_37_requirements_claude.txt,"ccxt==4.2.25, pandas==2.2.0, matplotlib==3.8.2, numpy==1.26.3, python-dateutil==2.8.2",5,"ccxt==4.2.25, pandas==2.2.0, matplotlib==3.8.2, numpy==1.26.3, python-dateutil==2.8.2",5,"_distutils_hack, cycler, ccxt, PIL, packaging, backports, numpy, pandas, dateutil, numpy.libs, matplotlib, kiwisolver, tzdata, pillow.libs, mpl_toolkits, sciunit2",35,True,,,0,0,30,All dependencies correct. Script runs but Binance API is geo-restricted from AWS region. Dependencies work properly. CLEANED.
38,Build a plagiarism detector for text documents.,Claude,Python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_38,p_38_script_claude.py,p_38_requirements_claude.txt,None (Python standard library only),0,None (Python standard library only),0,sciunit2,1,True,,,0,0,0,"No external dependencies required. Uses Python standard library only (difflib, re, pathlib, typing, dataclasses, json). Script works perfectly. CLEANED."""
39,Create a system resource monitor with alerts.,Claude,Python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_39,p_39_script_claude.py,p_39_requirements_claude.txt,psutil==5.9.8,1,psutil==5.9.8,1,"psutil==5.9.8, sciunit2",1,True,,,0,0,0,"All dependencies correct. Script works perfectly. Continuously monitors CPU, memory, and disk usage with threshold-based alerts. CLEANED."""
40,Build a SQL query builder with parameterization.,Claude,Python,/home/ubuntu/agentic_reproducibility/claude_generated/python/p_40,p_40_script_claude.py,p_40_requirements_claude.txt,"sqlalchemy==2.0.23, typing-extensions==4.9.0",2,"sqlalchemy==2.0.23, typing-extensions==4.9.0",2,"sqlalchemy==2.0.23, greenlet==3.2.4, sciunit2",3,True,,,0,1,1,All dependencies correct. Script works perfectly with comprehensive SQL query building and SQL injection prevention. typing-extensions not used at runtime. CLEANED.
